Split	TweetId	username	mentname	Date	group	party	Admiration	Anger	Disgust	Fear	Interest	Joy	Sadness	Surprise
dev	650043915463204866	rephultgren	repchrisstewart	2015-10-02	1	R	False	False	False	False	False	True	False	False
dev	890247347896291328	stevekingia	stevescalise	2017-07-26	1	R	False	False	False	False	False	True	False	False
dev	431483640950689792	sendeanheller	sengillibrand	2014-02-06	-1	R	True	False	False	False	False	True	False	False
dev	1212171196483211266	repdarrensoto	repcharliecrist	2019-12-31	1	D	True	False	False	False	False	True	False	False
dev	433263484491816960	repdonaldpayne	billpascrell	2014-02-11	1	D	False	False	False	False	True	False	False	False
dev	433453755343073280	repteddeutch	speakerboehner	2014-02-11	-1	D	False	False	False	False	False	True	False	False
dev	400001226261430272	senatorsinema	repbradwenstrup	2013-11-11	-1	D	False	False	False	False	False	True	False	False
dev	1215688175252799488	repjimbanks	speakerpelosi	2020-01-10	-1	R	False	True	True	False	False	False	False	False
dev	890683564043489281	repwilson	lindseygrahamsc	2017-07-27	-1	D	False	False	False	False	True	False	False	False
dev	622067749657948160	jaredpolis	stevekingia	2015-07-17	-1	D	False	True	True	False	False	False	False	False
dev	1220574381094494209	repdesaulnier	repthompson	2020-01-24	1	D	False	False	False	False	False	False	False	False
dev	621385298359021569	repmarciafudge	senrobportman	2015-07-15	-1	D	False	False	False	False	True	False	False	False
dev	652534133760098307	repteddeutch	repmikequigley	2015-10-09	1	D	False	False	False	False	True	False	False	False
dev	1205503225656467456	senatorrounds	senatortester	2019-12-13	-1	R	False	False	False	False	False	False	False	False
dev	1204473812139548672	reparrington	speakerpelosi	2019-12-10	-1	R	False	True	True	False	False	False	False	False
dev	1202323337449488384	senduckworth	senbrianschatz	2019-12-04	1	D	False	False	False	False	False	True	False	False
dev	429019994362347520	senorrinhatch	waxmanclimate	2014-01-30	-1	R	False	False	False	False	False	True	False	False
dev	636977527794311168	senatorcantwell	senjohnbarrasso	2015-08-27	-1	D	False	False	False	False	True	False	False	False
dev	877946108248416256	repjeffduncan	stevescalise	2017-06-22	1	R	False	False	False	False	False	False	False	False
dev	422824980699566080	repkerryb	repandybarr	2014-01-13	1	R	True	False	False	False	False	True	False	False
dev	1190993765332389889	repdebdingell	speakerpelosi	2019-11-03	1	D	True	False	False	False	False	False	False	False
dev	642045258369515524	repgregorymeeks	speakerboehner	2015-09-10	-1	D	False	False	False	False	True	False	False	False
dev	1194694156469313536	jerrymoran	senblumenthal	2019-11-13	-1	R	True	False	False	False	False	True	False	False
dev	423946199335317504	senatorshaheen	senbobcasey	2014-01-16	1	D	False	False	False	False	True	False	False	False
dev	643465089178189824	repdinatitus	speakerboehner	2015-09-14	-1	D	False	True	True	False	False	False	False	False
dev	1194954656331399168	reprickcrawford	jim_jordan	2019-11-14	1	R	False	False	False	False	True	False	False	False
dev	1156289954936434688	repjimbanks	speakerpelosi	2019-07-30	-1	R	False	False	False	False	True	False	False	False
dev	883080337051574272	senjeffmerkley	ronwyden	2017-07-06	1	D	True	False	False	False	False	False	False	False
dev	1178781115299090432	repdavidtrone	repannaeshoo	2019-09-30	1	D	True	False	False	False	False	True	False	False
dev	885189850303016963	repcharliecrist	repsmucker	2017-07-12	-1	D	True	False	False	False	False	False	False	False
dev	1196509114073059330	usreplong	repstefanik	2019-11-18	1	R	False	True	False	False	False	False	False	False
dev	644558405168963584	repyvetteclarke	repgoodlatte	2015-09-17	-1	D	False	False	False	False	True	False	False	False
dev	644935831166304256	senatorheitkamp	senatorcollins	2015-09-18	-1	D	False	False	False	False	False	False	False	False
dev	646844047529672704	senatorenzi	senfeinstein	2015-09-23	-1	R	False	False	False	False	False	False	False	False
dev	628551002489143297	senatorsinema	reptomrice	2015-08-04	-1	D	False	False	False	False	True	True	False	False
dev	647405709609537536	repbradashford	congressmandan	2015-09-25	-1	D	True	False	False	False	False	True	False	False
dev	410092005042040832	senatormenendez	corybooker	2013-12-09	1	D	False	False	False	False	False	False	False	False
dev	643919264718671872	sendavidperdue	corybooker	2015-09-15	-1	R	False	False	False	False	True	False	False	False
dev	1154790673515765760	repjimbanks	speakerpelosi	2019-07-26	-1	R	False	False	False	False	False	False	True	False
dev	395197446751412225	repjoegarcia	roslehtinen	2013-10-29	-1	D	False	False	False	False	False	True	False	False
dev	897955779323363330	reploucorrea	repmccaul	2017-08-16	-1	D	False	False	False	False	False	True	False	False
dev	613469026367504384	repstefanik	rephardy	2015-06-23	1	R	False	False	False	False	False	True	False	False
dev	846831457716895749	repjerrynadler	replloyddoggett	2017-03-28	1	D	False	False	False	False	True	False	False	False
dev	666669318051143680	repreneeellmers	reprichhudson	2015-11-17	1	R	False	False	False	False	True	True	False	False
dev	666683604915912704	sencapito	senatorheitkamp	2015-11-17	-1	R	False	False	False	False	True	False	False	False
dev	911302343613919234	senatorcarper	senjohnmccain	2017-09-22	-1	D	True	False	False	False	False	False	False	False
dev	844957953602015237	senorrinhatch	senschumer	2017-03-23	-1	R	False	False	False	False	False	False	False	False
dev	667008560270831616	sendonnelly	jeffflake	2015-11-18	-1	D	False	False	False	False	True	False	False	False
dev	667102555349106688	senatortester	stevedaines	2015-11-18	-1	D	False	False	False	False	False	True	False	False
dev	912721712545976326	senfranken	amyklobuchar	2017-09-26	1	D	False	False	False	False	False	True	False	False
dev	384774872976478208	repreneeellmers	senatorreid	2013-09-30	-1	R	False	False	False	False	True	False	False	False
dev	382337668580769792	jerrymoran	markwarner	2013-09-23	-1	R	False	False	False	False	False	False	False	False
dev	608706403839131648	mccaskilloffice	senatorcollins	2015-06-10	-1	D	False	False	False	False	True	False	False	False
dev	1252603114227666944	repandybarr	repaoc	2020-04-21	-1	R	False	True	True	False	False	False	False	False
dev	454294834162196481	repadamsmith	speakerboehner	2014-04-10	-1	D	False	False	False	False	True	False	False	False
dev	1252748321497718786	repalgreen	repsylviagarcia	2020-04-21	1	D	False	False	False	False	False	False	False	False
dev	1132324195445235712	repcolinallred	repveasey	2019-05-25	-1	D	False	False	False	False	False	True	False	False
dev	1131606770839957506	congressmanhice	ilhan	2019-05-23	-1	R	False	True	True	False	False	False	False	False
dev	381096843850944514	marshablackburn	repstevechabot	2013-09-20	1	R	True	False	False	False	False	True	False	False
dev	1131347509006094336	reprokhanna	drphilroe	2019-05-22	-1	D	True	False	False	False	False	True	False	False
dev	606670802210197506	senatorboxer	sensherrodbrown	2015-06-04	1	D	False	False	False	False	False	True	False	False
dev	1251228793911590913	repbrianmast	speakerpelosi	2020-04-17	-1	R	False	True	True	False	False	False	False	False
dev	580437048416407552	royblunt	senjohnthune	2015-03-24	1	R	False	False	False	False	False	False	False	False
dev	613764801919979520	peterroskam	repjohnlewis	2015-06-24	-1	R	True	False	False	False	False	True	False	False
dev	847465570274496516	repthompson	speakerryan	2017-03-30	-1	D	False	True	True	False	False	False	True	False
dev	656247575968915456	repdelbene	repjimmcdermott	2015-10-19	1	D	False	False	False	False	False	False	False	False
dev	859461643486601217	repcarbajal	martinheinrich	2017-05-02	1	D	False	False	False	False	False	True	False	False
dev	859392039636443136	senjeffmerkley	repcicilline	2017-05-02	1	D	False	False	False	False	True	False	False	False
dev	1225173718378471424	repjeffduncan	speakerpelosi	2020-02-05	-1	R	False	True	True	False	False	False	False	False
dev	904803655899066368	repkevinbrady	gopleader	2017-09-04	1	R	True	False	False	False	False	True	False	False
dev	1227343540692377601	repspanberger	rodneydavis	2020-02-11	-1	D	False	False	False	False	False	False	False	False
dev	1228050156278493184	repbryansteil	repgwenmoore	2020-02-13	-1	R	False	False	False	False	False	True	False	False
dev	388703577150980096	jahimes	reptedyoho	2013-10-11	-1	D	False	True	True	False	False	False	False	False
dev	1149414383199694853	repscottpeters	senatortester	2019-07-11	1	D	False	False	False	False	False	True	False	False
dev	910538960346189825	congressmangt	repscottperry	2017-09-20	1	R	False	False	False	False	False	True	False	False
dev	1228098181856186369	senronjohnson	senjackyrosen	2020-02-13	-1	R	False	False	False	False	True	False	False	False
dev	1230212960435359744	royblunt	tomcoleok04	2020-02-19	1	R	False	False	False	False	True	False	False	False
dev	659793276413849600	repscottrigell	speakerboehner	2015-10-29	1	R	True	False	False	False	False	True	False	False
dev	1234635213512245250	rephoulahan	repwesterman	2020-03-02	-1	D	False	False	False	False	False	True	False	False
dev	1235603544700588032	senhawleypress	senschumer	2020-03-05	-1	R	False	True	True	False	False	False	False	False
dev	385455170286395394	repandybarr	senatorreid	2013-10-02	-1	R	False	True	False	False	False	False	False	False
dev	664180619770011648	repgusbilirakis	senbobcasey	2015-11-10	-1	R	False	False	False	False	True	False	False	False
dev	664199296875671552	senatordurbin	chuckgrassley	2015-11-10	-1	D	False	False	False	False	False	False	False	False
dev	847944608227176449	sendonnelly	johnboozman	2017-03-31	-1	D	False	False	False	False	False	True	False	False
dev	1143935630663127043	repdebhaaland	senwarren	2019-06-26	1	D	False	False	False	False	False	False	False	False
dev	442055600646529024	senatorcardin	repjohnlewis	2014-03-07	1	D	True	False	False	False	False	False	False	False
dev	1081016439862108163	repstephmurphy	repjimmygomez	2019-01-03	1	D	False	False	False	False	True	True	False	False
dev	1098949074244505601	reprokhanna	joaquincastrotx	2019-02-22	1	D	True	False	False	False	False	True	False	False
dev	342359385655349248	reprichhudson	repmarkmeadows	2013-06-05	1	R	False	False	False	False	False	False	False	False
dev	1357094515463626756	repricklarsen	ilhan	2021-02-03	1	D	False	False	False	False	True	False	False	False
dev	974709958280347649	repleezeldin	louiseslaughter	2018-03-16	-1	R	True	False	False	False	False	False	True	False
dev	954105917246754817	senjackyrosen	repwesterman	2018-01-18	-1	D	False	False	False	False	False	True	False	False
dev	1357779866964398080	repdanbishop	senthomtillis	2021-02-05	1	R	False	False	False	False	False	False	False	False
dev	1358820434200903681	senatortimscott	repronwright	2021-02-08	1	R	True	False	False	False	False	False	True	False
dev	975790655950721024	repadamsmith	repmarcykaptur	2018-03-19	1	D	True	False	False	False	False	True	False	False
dev	752868047900246017	repstevestivers	repkclark	2016-07-12	-1	R	False	False	False	False	False	False	False	False
dev	752613781763653638	stevescalise	repguthrie	2016-07-11	1	R	False	False	False	False	True	False	False	False
dev	563753103854686208	senmarkey	nikiinthehouse	2015-02-06	1	D	False	False	False	False	False	True	False	False
dev	1364309984134193165	repcohen	repjoewilson	2021-02-23	-1	D	False	False	False	False	False	False	False	False
dev	720677027704082432	senalexander	senfeinstein	2016-04-14	-1	R	False	False	False	False	True	True	False	False
dev	1365326049547026440	repgallagher	repdavids	2021-02-26	-1	R	False	False	False	False	False	True	False	False
dev	1033514401473519616	repkihuen	senjohnmccain	2018-08-25	-1	D	True	False	False	False	False	False	True	False
dev	978022747623383040	repmarkpocan	speakerryan	2018-03-25	-1	D	False	False	False	False	False	False	False	False
dev	511890076218183680	mcconnellpress	senalexander	2014-09-16	1	R	False	False	False	False	True	False	False	False
dev	1030191720879804416	senduckworth	senatorcarper	2018-08-16	1	D	False	False	False	False	False	False	False	False
dev	722197231231705088	repgracemeng	repryanzinke	2016-04-18	-1	D	False	False	False	False	False	True	False	False
dev	1357078957745713153	repdeanphillips	gopleader	2021-02-03	-1	D	False	True	False	False	False	False	False	False
dev	565908094568640512	louiseslaughter	dorismatsui	2015-02-12	1	D	False	False	False	False	False	True	False	False
dev	498892164978708480	judgecarter	senatorreid	2014-08-11	-1	R	False	True	True	False	False	False	False	False
dev	1040280930936672257	jimlangevin	congressmangt	2018-09-13	-1	D	False	False	False	False	False	False	False	False
dev	326816830238908418	repjohnconyers	speakerboehner	2013-04-23	-1	D	False	True	False	False	False	False	False	False
dev	1338943804905304066	repgrothman	speakerpelosi	2020-12-15	-1	R	False	True	True	False	False	False	False	False
dev	968602198400741376	congressmanraja	reptedlieu	2018-02-27	1	D	True	False	False	False	True	False	False	False
dev	1341464047808618499	repdavidkustoff	speakerpelosi	2020-12-22	-1	R	False	True	True	False	False	False	False	False
dev	968649656321355777	senatorshaheen	senatorhassan	2018-02-27	1	D	False	False	False	False	False	True	False	False
dev	769212972040355846	speakerryan	mactxpress	2016-08-26	1	R	False	False	False	False	True	False	False	False
dev	968958007563505664	bettymccollum04	repsmucker	2018-02-28	-1	D	False	False	False	False	False	True	False	False
dev	494571462754586624	michaelcburgess	repjerrynadler	2014-07-30	-1	R	False	False	False	False	False	False	False	False
dev	746076592141668352	senmarkey	repjohnlewis	2016-06-23	1	D	True	False	False	False	True	False	False	False
dev	322343757641048065	senblumenthal	chrismurphyct	2013-04-11	1	D	False	False	False	False	True	False	False	False
dev	763064573926772736	repcicilline	speakerryan	2016-08-09	-1	D	False	True	True	False	False	False	False	False
dev	758368130058051584	repcohen	repjohnlewis	2016-07-27	1	D	False	False	False	False	True	False	False	False
dev	495223833528651776	senatorheitkamp	senatorcollins	2014-08-01	-1	D	False	False	False	False	False	False	False	False
dev	973213795400257539	patrickmchenry	gopleader	2018-03-12	1	R	False	False	False	False	True	False	False	False
dev	756748932789575681	chrismurphyct	timkaine	2016-07-23	1	D	True	False	False	False	True	False	False	False
dev	321470210790023168	mikecrapo	mcconnellpress	2013-04-08	1	R	False	False	False	False	False	False	False	False
dev	756141359170334722	rephartzler	repmarktakai	2016-07-21	-1	R	True	False	False	False	False	False	True	False
dev	321326718751223808	inhofepress	senmikelee	2013-04-08	1	R	False	False	False	False	False	False	False	False
dev	971462916666003458	repallawsonjr	repjohnlewis	2018-03-07	1	D	True	False	False	False	False	True	False	False
dev	722412518556217344	senthadcochran	senatorcollins	2016-04-19	1	R	False	False	False	False	True	False	False	False
dev	745984297476186112	repscottrigell	senatorcollins	2016-06-23	1	R	False	False	False	False	True	False	False	False
dev	514481771682201600	pattymurray	senwarren	2014-09-23	1	D	False	False	False	False	False	True	False	False
dev	743286652819251200	timkaine	chrismurphyct	2016-06-15	1	D	True	False	False	False	False	False	False	False
dev	743201317628297216	repsteveisrael	repchrisstewart	2016-06-15	-1	D	False	False	False	False	False	True	False	False
dev	726058732627582977	jimlangevin	senwhitehouse	2016-04-29	1	D	False	False	False	False	True	False	True	False
dev	299178850280173568	rephorsford	markamodeinv2	2013-02-06	-1	D	True	False	False	False	False	False	False	False
dev	742496007817203712	repteddeutch	speakerryan	2016-06-13	-1	D	False	False	False	False	True	False	False	False
dev	994661762011197447	repdesaulnier	repbuddycarter	2018-05-10	-1	D	False	False	False	False	False	True	False	False
dev	1007345095153250304	jimlangevin	reptommarino	2018-06-14	-1	D	False	False	False	False	False	False	False	False
dev	296392029058002945	royblunt	sentedcruz	2013-01-29	1	R	False	False	False	False	False	False	False	False
dev	535220073276125185	repwilson	gkbutterfield	2014-11-19	1	D	True	False	False	False	False	True	False	False
dev	73775689165320195	speakerpelosi	repmcgovern	2011-05-26	1	D	True	False	False	False	False	False	False	False
dev	542042130060173315	speakerboehner	repjimrenacci	2014-12-08	1	R	False	True	False	False	False	False	False	False
dev	730416479296991232	senatorreid	chuckgrassley	2016-05-11	-1	D	False	True	False	False	False	False	False	False
dev	542695703567679488	repmcnerney	repguthrie	2014-12-10	-1	D	False	False	False	False	False	True	False	False
dev	997188254318432256	bobbyscott	repjerrynadler	2018-05-17	1	D	False	False	False	False	False	False	False	False
dev	1005129335160918018	repstephmurphy	repbrianmast	2018-06-08	-1	D	False	False	False	False	False	False	False	False
dev	1394614861292785666	repswalwell	gopleader	2021-05-18	-1	D	False	True	True	False	False	False	False	False
dev	734870720946245632	stevescalise	repleezeldin	2016-05-23	1	R	True	False	False	False	True	False	False	False
dev	733351520863932418	repjohndelaney	repmarktakai	2016-05-19	1	D	False	False	False	False	False	True	False	False
dev	736291397461004292	kellyayotte	senatorshaheen	2016-05-27	-1	R	False	False	False	False	False	True	False	False
dev	1047130609955557376	repbeatty	repstevestivers	2018-10-02	-1	D	False	False	False	False	False	True	False	False
dev	534811134491385856	repteddeutch	peterroskam	2014-11-18	-1	D	False	False	False	False	False	True	False	False
dev	1382764298712322049	repmaloney	repmondaire	2021-04-15	1	D	True	False	False	False	True	True	False	False
dev	515229594879021057	senjohnmccain	grahamblog	2014-09-25	1	R	False	False	False	False	False	False	False	False
dev	560576360104857600	markwarner	senatorcollins	2015-01-28	-1	D	False	False	False	False	False	False	False	False
dev	1370036682427400193	repdanbishop	congressmanhice	2021-03-11	1	R	True	False	False	False	False	False	False	False
dev	723275318719553536	senwhitehouse	senrobportman	2016-04-21	-1	D	False	False	False	False	False	False	False	False
dev	520330464381644800	senjohnmccain	grahamblog	2014-10-09	1	R	False	False	False	False	False	False	False	False
dev	560437797304434688	senatorleahy	senmikelee	2015-01-28	-1	D	False	False	False	False	True	False	False	False
dev	1372638723104456704	senrobportman	repagonzalez	2021-03-18	1	R	True	False	False	False	True	True	False	False
dev	524558071943938048	repricklarsen	repmcnerney	2014-10-21	1	D	False	False	False	False	True	False	False	False
dev	534389515993894912	repkinzinger	speakerboehner	2014-11-17	1	R	False	False	False	False	False	True	False	False
dev	1372670397393498114	repandylevin	repzoelofgren	2021-03-18	1	D	True	False	False	False	False	False	False	False
dev	302159532572962817	royblunt	johncornyn	2013-02-14	1	R	False	False	False	False	False	False	False	False
dev	1379497887185395720	repswalwell	gopleader	2021-04-06	-1	D	False	True	True	False	False	False	False	False
dev	725437011763560449	senatortimscott	corybooker	2016-04-27	-1	R	False	False	False	False	False	True	False	False
